soc,route_code,driver,timestamp_data_utc,elv_spy,speed,amb_temp,soh,regenwh,Motor Pwr(w),Aux Pwr(100w),Motor Temp,Torque Nm,rpm,altitude,start_timestamp,end_timestamp,capacity,ref_consumption,Frontal_Wind,value_counts,total_time,distance
66,20230418_NISSAN_ZARAUTZ_DONOSTIA_008,d2,18/04/2023 09:11,108.52631578947368,63.56842105263158,14.499998999999999,99.27,-2576.8947368421054,11467.368421052632,2.1052631578947367,92.78947368421052,0.5778947368421052,4422.578947368421,109.07018089473685,58:57.5,16:29.6,62000.0,174.0,1.1419455069613744,19,162.85714285714286,2.8757142857142854
66,20230419_NISSAN_TOLOSA_DONOSTIA_036,d4,19/04/2023 14:40,156.9,38.345,29.7749998,99.26,-66.3,7066.0,3.0,88.05,1.488,2407.35,157.287969,40:03.3,04:20.4,62000.0,174.0,0.17895286896492238,20,171.42857142857142,1.8259523809523808
66,20230420_NISSAN_HERNANI_EIBAR_048,d3,20/04/2023 09:55,202.04597701149424,21.513793103448275,21.247126459770115,99.25,-1614.632183908046,2233.103448275862,3.0344827586206895,88.22988505747126,0.2674712643678161,1479.2528735632184,202.61458873563217,11:14.5,07:44.5,62000.0,174.0,-3.7363724233363316,87,745.7142857142857,4.456428571428571
67,20230418_NISSAN_ZARAUTZ_DONOSTIA_008,d2,18/04/2023 09:06,171.6060606060606,98.55757575757576,14.363635636363636,99.27,-2302.060606060606,9884.848484848484,2.0,95.0,0.0827272727272727,6692.666666666667,172.36063775757574,58:57.5,16:29.6,62000.0,174.0,-4.109719211805386,33,282.85714285714283,7.743809523809524
67,20230420_NISSAN_HERNANI_EIBAR_048,d3,20/04/2023 09:50,183.53333333333333,44.67666666666666,20.766667733333332,99.25,-1322.4333333333334,6452.0,3.0,92.16666666666667,0.8216666666666667,3010.0,183.82368466666668,11:14.5,07:44.5,62000.0,174.0,-6.417492785729833,30,257.1428571428571,3.1911904761904757
68,20230418_NISSAN_ZARAUTZ_DONOSTIA_008,d2,18/04/2023 09:05,193.28571428571428,103.45714285714287,14.499999,99.27,-2136.0,19611.428571428572,2.0,95.57142857142857,3.067142857142857,7058.714285714285,193.1570385714286,58:57.5,16:29.6,62000.0,174.0,-4.692550351856737,7,60.0,1.7242857142857144
68,20230419_NISSAN_DONOSTIA_TOLOSA_035,d4,19/04/2023 13:55,115.47619047619048,70.80952380952381,27.19047619047619,99.26,-889.047619047619,5579.047619047619,3.0,97.47619047619048,0.17095238095238102,4911.809523809524,115.80136685714285,33:44.8,58:01.1,62000.0,174.0,12.013576813700926,21,180.0,3.5404761904761908
68,20230420_NISSAN_HERNANI_EIBAR_048,d3,20/04/2023 09:48,157.33333333333334,95.55,20.91666833333333,99.25,-1221.5,15916.666666666666,3.0,91.25,1.5533333333333335,6469.833333333333,157.55222166666667,11:14.5,07:44.5,62000.0,174.0,-6.576011221754714,12,102.85714285714286,2.73
69,20230418_NISSAN_ZARAUTZ_DONOSTIA_008,d2,18/04/2023 09:04,137.57142857142858,101.88571428571429,14.499999,99.27,-2125.1428571428573,13794.285714285714,2.0,92.85714285714286,2.254285714285714,7035.857142857143,137.15569714285715,58:57.5,16:29.6,62000.0,174.0,-6.136602257459485,7,60.0,1.698095238095238
69,20230419_NISSAN_DONOSTIA_TOLOSA_035,d4,19/04/2023 13:52,107.73333333333333,95.78666666666666,27.5,99.26,-815.4,8346.666666666666,3.0,96.4,1.8126666666666664,6479.0,108.15028093333333,33:44.8,58:01.1,62000.0,174.0,11.203424275676692,15,128.57142857142856,3.4209523809523805
69,20230420_NISSAN_HERNANI_EIBAR_048,d3,20/04/2023 09:45,124.15,77.78,19.9999999,99.25,-1198.95,9204.0,3.0,91.9,1.27,5266.6,124.24633209999999,11:14.5,07:44.5,62000.0,174.0,-1.8155838293593205,20,171.42857142857142,3.7038095238095234
70,20230418_NISSAN_ZARAUTZ_DONOSTIA_008,d2,18/04/2023 09:03,85.33333333333333,100.33333333333333,14.499999,99.27,-2111.75,16550.0,2.0,89.16666666666667,1.9866666666666666,6845.0,85.67474958333334,58:57.5,16:29.6,62000.0,174.0,-5.073254391174725,12,102.85714285714286,2.8666666666666667
70,20230419_NISSAN_DONOSTIA_TOLOSA_035,d4,19/04/2023 13:46,106.125,90.52083333333333,27.20833275,99.26,-693.0416666666666,9815.0,3.0416666666666665,93.66666666666667,0.8879166666666666,6011.833333333333,106.58766920833334,33:44.8,58:01.1,62000.0,174.0,10.018687269551522,24,205.71428571428572,5.1726190476190474
70,20230420_NISSAN_HERNANI_EIBAR_048,d3,20/04/2023 09:41,124.75,96.86785714285715,17.982143428571426,99.25,-1043.7857142857142,8718.57142857143,3.0714285714285716,92.32142857142857,0.35178571428571426,6551.321428571428,125.89189024999999,11:14.5,07:44.5,62000.0,174.0,2.476321539217595,28,240.0,6.457857142857143
71,20230418_NISSAN_ZARAUTZ_DONOSTIA_008,d2,18/04/2023 09:00,55.15,36.495,14.324999350000002,99.27,-2078.7,8456.0,2.0,86.25,1.2925,2408.0,55.58021585,58:57.5,16:29.6,62000.0,174.0,-1.3583572883386892,20,171.42857142857142,1.7378571428571425
71,20230419_NISSAN_DONOSTIA_IRUN_029,d4,19/04/2023 09:38,84.48571428571428,37.4,21.3999988,99.26,-1611.1714285714286,5288.0,3.0,88.77142857142857,0.496,2572.0857142857144,84.7932224,04:26.1,41:47.9,62000.0,174.0,0.4916980300511673,35,300.0,3.1166666666666663
71,20230419_NISSAN_DONOSTIA_TOLOSA_035,d4,19/04/2023 13:45,107.96296296296296,50.885185185185186,26.87037,99.26,-629.2222222222222,7220.740740740741,3.037037037037037,93.33333333333333,0.5837037037037037,3401.777777777778,108.76923237037036,33:44.8,58:01.1,62000.0,174.0,8.358050366706316,27,231.42857142857142,3.2711904761904758
71,20230420_NISSAN_EIBAR_DONOSTIA_054,d4,20/04/2023 15:02,163.55555555555554,30.627777777777776,17.5,99.24,-1353.2777777777778,3442.222222222222,3.0,88.44444444444444,0.10222222222222227,2132.222222222222,164.01032222222224,19:34.5,05:18.0,62000.0,174.0,-4.40939115186845,18,154.28571428571428,1.3126190476190476
71,20230420_NISSAN_HERNANI_EIBAR_048,d3,20/04/2023 09:39,185.125,96.39375,18.500000125,99.25,-902.9375,9330.0,3.1875,95.75,1.11625,6487.625,185.2990525,11:14.5,07:44.5,62000.0,174.0,2.0333074851312714,16,137.14285714285714,3.6721428571428567
72,20230418_NISSAN_TOLOSA_ZARAUTZ_007,d2,18/04/2023 08:50,100.96825396825396,65.81904761904762,13.96031746031746,99.27,-1777.6190476190477,4867.936507936508,2.0,89.92063492063492,0.12031746031746034,4489.68253968254,101.54527261904762,29:02.0,58:57.5,62000.0,174.0,3.886054727841481,63,540.0,9.872857142857143
